Date,OUTPUT
2024-07-30 11:36:31,"<li style=""padding-bottom:.5em"">Work on Middle Thorofare bridge Wednesday; expect delays (<a href=""https://pressofatlanticcity.com/news/local/work-on-middle-thorofare-bridge-wednesday-expect-delays/article_e4170076-4e76-11ef-aadd-ff7e87159e3b.html"">Press of Atlantic City</a>)"
,-
2024-07-31 08:51:42,"<li style=""padding-bottom:.5em"">Colliers arranges Edison warehouse sale for $8M (<a href=""https://njbiz.com/colliers-arranges-edison-warehouse-sale-for-8m/"">NJBIZ</a>)"
2024-07-31 08:51:00,"<li style=""padding-bottom:.5em"">South Jersey Transportation Authority announces grand opening of new E-ZPass Customer Care Center (<a href=""https://www.roi-nj.com/2024/07/30/industry/south-jersey-transportation-authority-announces-grand-opening-of-new-e-zpass-customer-care-center/"">ROI-NJ</a>)"
2024-07-31 08:50:53,"<li style=""padding-bottom:.5em"">Advance Realty Investors breaks ground on Freshpet’s new global HQ in Bedminster  (<a href=""https://www.roi-nj.com/2024/07/30/real_estate/advance-realty-investors-breaks-ground-on-freshpets-new-global-hq-in-bedminster/"">ROI-NJ</a>)"
2024-07-31 08:50:42,"<li style=""padding-bottom:.5em"">Consumer electronic repair firm inks 15K sq. ft. lease in Piscataway (<a href=""https://www.roi-nj.com/2024/07/31/real_estate/consumer-electronic-repair-firm-inks-15k-sq-ft-lease-in-piscataway/"">ROI-NJ</a>)"
2024-07-31 08:50:11,"<li style=""padding-bottom:.5em"">Hartz Mountain walking away from proposed 2.5M sq. ft. warehouse project in Roxbury (<a href=""https://www.roi-nj.com/2024/07/31/real_estate/hartz-mountain-walking-away-from-proposed-2-5-million-sf-warehouse-project-in-roxbury/"">ROI-NJ</a>)"
,-
2024-07-31 15:13:11,"<li style=""padding-bottom:.5em"">Developer proposes child care center at corner of Kresson Road and Browning Lane in Cherry Hill (<a href=""https://www.70and73.com/cherry_hill/developer-proposes-child-care-center-at-corner-of-kresson-road-and-browning-lane-in-cherry/article_3da4e780-4f48-11ef-a4cf-7b5ad7f44269.html"">70and73.com</a>)"
2024-08-01 12:40:05,"<li style=""padding-bottom:.5em"">JAG Physical Therapy marks milestone, as New Brunswick clinic marks its 150th location (<a href=""https://www.roi-nj.com/2024/08/01/healthcare/jag-physical-therapy-marks-milestone-as-new-brunswick-clinic-marks-its-150th-location/"">ROI-NJ</a>)"
2024-08-01 12:39:49,"<li style=""padding-bottom:.5em"">Wawa adds new Morris County store (<a href=""https://njbiz.com/wawa-adds-new-morris-county-store/"">NJBIZ</a>)"
2024-08-01 12:39:36,"<li style=""padding-bottom:.5em"">Paramus Plaza finds new owner for $36.8M (<a href=""https://njbiz.com/paramus-plaza-finds-new-owner-for-36-8m/"">NJBIZ</a>)"
2024-08-01 12:43:44,"<li style=""padding-bottom:.5em"">New round of Anchor property-tax relief is about to begin (<a href=""https://www.njspotlightnews.org/2024/08/nj-anchor-property-tax-program-latest-round-will-start-soon/"">NJ Spotlight News</a>)"
2024-08-01 12:46:10,"<li style=""padding-bottom:.5em"">Amtrak asks for $299M to fix Northeast Corridor problems that constantly delay commuters (<a href=""https://www.nj.com/news/2024/08/amtrak-asks-for-299m-to-fix-northeast-corridor-problems-that-constantly-delay-commuters.html?outputType=amp"">NJ.com</a>)"
,-
2024-08-01 16:29:01,"<li style=""padding-bottom:.5em"">MiPro Homes seeking Mount Laurel approval to build 19 homes on mostly wooded acres (<a href=""https://www.70and73.com/mount_laurel/mipro-homes-seeking-mount-laurel-approval-to-build-19-homes-on-mostly-wooded-acres/article_f96e57f0-5022-11ef-9a7e-ab6aa1866109.html"">70and73.com</a>)"
2024-08-05 10:29:13,"<li style=""padding-bottom:.5em"">$2B Newark AirTrain project taps Stantec for key elements (<a href=""https://njbiz.com/2b-newark-airtrain-project-taps-stantec-for-key-elements/"">NJBIZ</a>)"
2024-08-05 10:28:50,"<li style=""padding-bottom:.5em"">Arcosa to acquire Tinton Falls-based Stavola for $1.2B (<a href=""https://njbiz.com/arcosa-to-acquire-tinton-falls-based-stavola-for-1-2b/"">NJBIZ</a>)"
2024-08-05 10:30:03,"<li style=""padding-bottom:.5em"">Super 8 by Wyndham turns back the clock with $8.88 room rates (<a href=""https://www.roi-nj.com/2024/08/02/lifestyle/super-8-by-wyndham-turns-back-the-clock-with-8-88-room-rates/"">ROI-NJ</a>)"
2024-08-05 10:29:55,"<li style=""padding-bottom:.5em"">Gucci opens 10,000-square foot boutique in American Dream (<a href=""https://www.roi-nj.com/2024/08/05/industry/retail/gucci-opens-10000-square-foot-boutique-in-american-dream/"">ROI-NJ</a>)"
2024-08-05 10:29:39,"<li style=""padding-bottom:.5em"">Stavola, a Tinton Falls-based construction materials company, to be acquired for $1.2B (<a href=""https://www.roi-nj.com/2024/08/05/real_estate/stavola-a-tinton-falls-based-construction-materials-company-to-be-acquired-for-1-2b/"">ROI-NJ</a>)"
2024-08-05 10:35:00,"<li style=""padding-bottom:.5em"">Paramus retail center on Route 17 sells for nearly $37M (<a href=""https://www.northjersey.com/story/news/business/2024/08/02/paramus-nj-retail-center-route-17-sold/74629702007/"">NorthJersey.com</a>)"
2024-08-05 10:33:21,"<li style=""padding-bottom:.5em"">Apply Monday for Atlantic City house lottery for up to 75% discount on $400,000 houses (<a href=""https://pressofatlanticcity.com/news/local/government-politics/atlantic-city-house-lottery/article_64e89114-50e9-11ef-989d-e316cf3bccab.html"">Press of Atlantic City</a>)"
2024-08-05 10:36:18,"<li style=""padding-bottom:.5em"">Jersey Shore motels to be bulldozed for luxury development, new wedding venue (<a href=""https://www.nj.com/ocean/2024/08/jersey-shore-motels-to-be-bulldozed-for-luxury-development-new-wedding-venue.html?outputType=amp"">NJ.com</a>)"
2024-08-05 10:35:35,"<li style=""padding-bottom:.5em"">With real estate investment firms pouncing in Jersey City, experts fear the worst for rental prices (<a href=""https://www.nj.com/hudson/2024/08/with-real-estate-investment-firms-pouncing-in-jersey-city-experts-fear-the-worst-for-rental-prices.html?outputType=amp"">NJ.com</a>)"
,-
2024-08-05 18:59:46,"<li style=""padding-bottom:.5em"">Newark senior building may get tax reduction despite claim of $1.5M owed (<a href=""https://www.tapinto.net/towns/newark/sections/government/articles/newark-senior-building-may-get-tax-reduction-despite-claim-of-1-5m-owed"">TAPinto Newark</a>)"
2024-08-06 09:32:09,"<li style=""padding-bottom:.5em"">NJ airports receive $53M in federal improvements grants (<a href=""https://njbiz.com/nj-airports-receive-53m-in-federal-improvements-grants/"">NJBIZ</a>)"
2024-08-06 09:31:51,"<li style=""padding-bottom:.5em"">Panepinto Properties signs MOU with Incheon City to build $5.1B development project in South Korea (<a href=""https://www.roi-nj.com/2024/08/06/real_estate/panepinto-properties-signs-mou-with-incheon-city-to-build-5-1b-development-project-in-south-korea/"">ROI-NJ</a>)"
2024-08-06 09:38:25,"<li style=""padding-bottom:.5em"">Sinkhole disrupts traffic on Route 37 in Toms River; repairs to be completed overnight (<a href=""https://www.app.com/story/news/traffic/2024/08/05/route-37-sinkhole-befalls-traffic-in-toms-river-nj/74680693007/"">Asbury Park Press</a>)"
2024-08-06 09:38:10,"<li style=""padding-bottom:.5em"">Van Drew tours Lake Lenape Dam in Mays Landing for update on reconstruction project (<a href=""https://pressofatlanticcity.com/news/local/government-politics/van-drew-lake-lenape-dam/article_8df5ff22-534d-11ef-a58e-435bed478d2c.html"">Press of Atlantic City</a>)"
2024-08-06 09:37:20,"<li style=""padding-bottom:.5em"">Lack of eviction data obscures extent of the affordable housing crisis (<a href=""https://newjerseymonitor.com/2024/08/06/lack-of-eviction-data-obscures-extent-of-the-affordable-housing-crisis/"">NJ Monitor</a>)"
2024-08-06 09:41:28,"<li style=""padding-bottom:.5em"">Gucci opens two-floor boutique in American Dream mall's luxury wing (<a href=""https://www.northjersey.com/story/news/business/2024/08/05/gucci-store-american-dream-east-rutherford-nj/74670969007/"">NorthJersey.com</a>)"
2024-08-06 09:40:34,"<li style=""padding-bottom:.5em"">Can new apartment building revive Paterson business district, a 'ghost town' at night? (<a href=""https://www.northjersey.com/story/news/paterson-press/2024/08/06/new-apartment-building-revive-paterson-nj-business-district/74678024007/"">NorthJersey.com</a>)"
2024-08-06 09:42:35,"<li style=""padding-bottom:.5em"">Plans to build ‘Super’ Wawa near N.J. highway move forward as court fight fizzles (<a href=""https://www.nj.com/news/2024/08/plans-to-build-super-wawa-near-nj-highway-move-forward-as-court-fight-fizzles.html?outputType=amp"">NJ.com</a>)"
,-
2024-08-09 05:10:57,"<li style=""padding-bottom:.5em"">Mount Laurel planning board unanimously okays development on Elbo Lane, Cemetery Road (<a href=""https://www.70and73.com/mount_laurel/mount-laurel-planning-board-unanimously-okays-development-on-elbo-lane-cemetery-road/article_6fbdfd3c-5624-11ef-9cb2-bb778a145bea.html"">70and73.com</a>)"
2024-08-12 10:21:34,"<li style=""padding-bottom:.5em"">Gentle Monster eyewear opens flagship store at American Dream (<a href=""https://www.roi-nj.com/2024/08/12/industry/retail/gentle-monster-eyewear-opens-flagship-store-at-american-dream/"">ROI-NJ</a>)"
2024-08-12 10:21:27,"<li style=""padding-bottom:.5em"">Why Pancheros is aiming for major expansion in New Jersey (<a href=""https://www.roi-nj.com/2024/08/12/lifestyle/food-hospitality/why-pancheros-is-aiming-for-major-expansion-in-new-jersey/"">ROI-NJ</a>)"
2024-08-12 10:25:47,"<li style=""padding-bottom:.5em"">Hoboken rent control sparks new debate, no resolution (<a href=""https://www.njspotlightnews.org/video/hoboken-rent-control-sparks-new-debate-no-resolution/"">NJ Spotlight News</a>)"
2024-08-12 10:25:40,"<li style=""padding-bottom:.5em"">Senior Freeze property-tax relief checks are flowing (<a href=""https://www.njspotlightnews.org/2024/08/nj-latest-senior-freeze-checks-being-issued-oct-31-application-deadline/"">NJ Spotlight News</a>)"
2024-08-12 10:25:34,"<li style=""padding-bottom:.5em"">State steps in, raises property tax for two towns (<a href=""https://www.njspotlightnews.org/2024/08/nj-intervenes-adopts-higher-property-taxes-toms-river-jackson-school-budgets-funding-formula/"">NJ Spotlight News</a>)"
2024-08-12 10:24:55,"<li style=""padding-bottom:.5em"">Van Drew gets action on Oaks of Weymouth problems, but the fix won't be easy (<a href=""https://pressofatlanticcity.com/news/local/government-politics/oaks-weymouth-vandrew-hud/article_446ec230-5672-11ef-984b-fbe493438316.html"">Press of Atlantic City</a>)"
2024-08-12 10:27:34,"<li style=""padding-bottom:.5em"">Judge orders N.J. city to release emails in afJudge orders N.J. city to release emails in affordable housing controversyfordable housing controversy - nj.com (<a href=""https://www.nj.com/bergen/2024/08/judge-orders-nj-city-to-release-emails-in-affordable-housing-controversy.html?outputType=amp"">NJ.com</a>)"
,-
2024-08-12 18:32:24,"<li style=""padding-bottom:.5em"">When will Newark City Council consider zoning for Ironbound high rises? (<a href=""https://www.tapinto.net/towns/newark/sections/development/articles/when-will-newark-city-council-consider-zoning-for-ironbound-high-rises"">TAPinto Newark</a>)"
2024-08-13 11:17:56,"<li style=""padding-bottom:.5em"">Capodagli Property acquires $75M bridge loan for Bergen County multifamily development (<a href=""https://www.roi-nj.com/2024/08/12/real_estate/capodagli-property-acquires-75m-bridge-loan-for-bergen-county-multifamily-developemnt/"">ROI-NJ</a>)"
2024-08-13 11:19:59,"<li style=""padding-bottom:.5em"">Atlantic County asks state to consider taking over Meadowview as veterans nursing home (<a href=""https://pressofatlanticcity.com/news/local/government-politics/meadowview-nursing-county-state/article_ae012742-58d4-11ef-83e5-27295a4c8b3b.html"">Press of Atlantic City</a>)"
2024-08-13 11:22:45,"<li style=""padding-bottom:.5em"">Family-owned N.J. farmstand would be demolished for townhouses in developer’s plan (<a href=""https://www.nj.com/somerset/2024/08/family-owned-nj-farmstand-would-be-demolished-for-townhouses-in-developers-plan.html?outputType=amp"">NJ.com</a>)"
,-
2024-08-14 12:56:26,"<li style=""padding-bottom:.5em"">Wellpoint invests $150K in Trenton’s revitalization with donation to Isles’ downtown project (<a href=""https://www.roi-nj.com/2024/08/14/healthcare/wellpoint-invests-150k-in-trentons-revitalization-with-donation-to-isles-downtown-project/"">ROI-NJ</a>)"
2024-08-14 12:56:18,"<li style=""padding-bottom:.5em"">Construction underway for luxury waterfront development in Weehawken (<a href=""https://www.roi-nj.com/2024/08/14/real_estate/construction-underway-for-luxury-waterfront-development-in-weehawken/"">ROI-NJ</a>)"
2024-08-14 12:58:39,"<li style=""padding-bottom:.5em"">Egg Harbor Township Committee to discuss adding land owned by Atlantic Shores to redevelopment area (<a href=""https://pressofatlanticcity.com/news/local/government-politics/eht-atlantic-shores-land/article_3ff71c66-5a50-11ef-8141-f755c2ff4253.html"">Press of Atlantic City</a>)"
2024-08-14 13:03:14,"<li style=""padding-bottom:.5em"">N.J. town to buy local YMCA for $12.2M, continue operations as community center (<a href=""https://www.nj.com/passaic-county/2024/08/nj-town-to-buy-local-ymca-for-122m-continue-operations-as-community-center.html?outputType=amp"">NJ.com</a>)"
,-
2024-08-16 17:21:43,"<li style=""padding-bottom:.5em"">Bayonne is ready to host one of the tallest skyscrapers in the state (<a href=""https://www.nj.com/hudson/2024/08/bayonne-is-ready-to-host-one-of-the-tallest-skyscrapers-in-the-state.html?outputType=amp"">NJ.com</a>)"
2024-08-16 17:20:23,"<li style=""padding-bottom:.5em"">'Good can come out of something so horrible': Larry's Home will help Ocean County veterans (<a href=""https://www.app.com/story/news/local/how-we-live/2024/08/16/larrys-home-ocean-county-veterans-drug-recovery/74794416007/"">Asbury Park Press</a>)"
2024-08-16 17:20:07,"<li style=""padding-bottom:.5em"">Dueling motions in Atlantic City Housing Authority lawsuit over Stanley Holmes Village (<a href=""https://pressofatlanticcity.com/news/local/crime-courts/housing-authority-lawsuit-motions/article_f9f7767c-5bce-11ef-91e0-b33036664913.html"">Press of Atlantic City</a>)"
,-
2024-08-28 09:50:27,"<li style=""padding-bottom:.5em"">Palace at Somerset Park readies for 20th anniversary with $10M renovation (<a href=""https://www.roi-nj.com/2024/08/27/real_estate/palace-at-somerset-park-readies-for-20th-anniversary-with-10m-renovation/"">ROI-NJ</a>)"
2024-08-28 09:50:13,"<li style=""padding-bottom:.5em"">Stone Creek Construction Group completes dual restaurant projects in Morristown (<a href=""https://www.roi-nj.com/2024/08/27/roi-influencers/food-beverage/stone-creek-construction-group-completes-dual-restaurant-projects-in-morristown/"">ROI-NJ</a>)"
2024-08-28 09:51:15,"<li style=""padding-bottom:.5em"">NAI Hanson arranges sale-leaseback in Hackensack (<a href=""https://njbiz.com/nai-hanson-arranges-sale-leaseback-in-hackensack/"">NJBIZ</a>)"
2024-08-28 09:53:28,"<li style=""padding-bottom:.5em"">What are your fair housing rights in New Jersey? (<a href=""https://newjerseymonitor.com/2024/08/28/what-are-your-fair-housing-rights-in-new-jersey/"">NJ Monitor</a>)"
2024-08-19 21:19:34,"<li style=""padding-bottom:.5em"">Camden Cracks Down on Landlords, Property Managers With Trash Law (<a href=""https://www.tapinto.net/towns/camden/sections/government/articles/city-cracks-down-on-landlords-property-managers-with-trash-law"">TAPinto Camden</a>)"
2024-08-19 21:18:29,"<li style=""padding-bottom:.5em"">Cherry Hill plan for farming Holly Ravine draws Planning Board pesticide, tree removal concerns. (<a href=""https://www.70and73.com/cherry_hill/cherry-hill-plan-for-farming-holly-ravine-draws-planning-board-pesticide-tree-removal-concerns/article_e5d701c2-5e89-11ef-9320-ff8cb258423f.html"">70and73.com</a>)"
2024-08-22 11:31:04,"<li style=""padding-bottom:.5em"">Another self-storage proposal fails in Morristown (<a href=""https://morristowngreen.com/2024/08/22/morristown-board-sends-storage-arts-proposal-packing/"">Morristown Green</a>)"
,-
2024-08-29 10:14:32,"<li style=""padding-bottom:.5em"">Gateway Development Commission secures $3.8B in funding for Hudson Rail Tunnel project (<a href=""https://www.roi-nj.com/2024/08/29/industry/gateway-development-commission-secures-3-8b-in-funding-for-hudson-rail-tunnel-project/"">ROI-NJ</a>)"
2024-08-29 10:19:38,"<li style=""padding-bottom:.5em"">Morris County warehouse currently leased to Amazon trades hands for $29 million (<a href=""https://www.northjersey.com/story/news/business/2024/08/28/mount-olive-nj-amazon-warehouse-sale/74951835007/"">NorthJersey.com</a>)"
2024-08-29 10:19:28,"<li style=""padding-bottom:.5em"">Gateway board takes last step to secure $3.8B for Hudson rail tunnel project (<a href=""https://www.northjersey.com/story/news/transportation/2024/08/28/gateway-rail-tunnel-project-funding/74981568007/"">NorthJersey.com</a>)"
,-
2024-09-03 09:59:23,"<li style=""padding-bottom:.5em"">Kushner’s Monmouth Mall redevelopment secures $415M construction financing (<a href=""https://njbiz.com/kushners-monmouth-mall-redevelopment-secures-415m-construction-financing/"">NJBIZ</a>)"
2024-09-03 10:01:26,"<li style=""padding-bottom:.5em"">Middle Thorofare Bridge reopens in Lower Township after being hit by boat (<a href=""https://whyy.org/articles/middle-thorofare-bridge-open-lower-township-cape-may-boat-struck/"">WHYY</a>)"
2024-09-03 10:02:56,"<li style=""padding-bottom:.5em"">Cost of Living in New Jersey: How does it compare to NY and PA? (<a href=""https://www.app.com/story/news/local/new-jersey/2024/09/02/cost-of-living-nj-ny-pa-2024/74954322007/"">Asbury Park Press</a>)"
2024-09-03 10:05:04,"<li style=""padding-bottom:.5em"">Arches for NJ Transit's new Portal rail bridge will be barged down the Hudson (<a href=""https://www.northjersey.com/story/news/transportation/2024/08/30/nj-transit-new-rail-bridge-arches-barged-down-hudson-river/74999418007/"">NorthJersey.com</a>)"
2024-09-03 10:04:17,"<li style=""padding-bottom:.5em"">Paramus building boom may continue with new apartment complex. See the details (<a href=""https://www.northjersey.com/story/news/bergen/paramus/2024/09/03/paramus-nj-apartments-garden-state-parkway-developer-plan/75001591007/"">NorthJersey.com</a>)"
,-
2024-09-04 11:31:48,"<li style=""padding-bottom:.5em"">Faropoint launches $300M Industrial Sale-Leaseback Fund, seizing opportunities in liquidity-constrained market (<a href=""https://www.roi-nj.com/2024/09/04/real_estate/faropoint-launches-300m-industrial-sale-leaseback-fund-seizing-opportunities-in-liquidity-constrained-market/"">ROI-NJ</a>)"
2024-09-04 11:32:06,"<li style=""padding-bottom:.5em"">Marcus & Millichap sells 15-unit multifamily property in Jersey City for $2.3M (<a href=""https://www.roi-nj.com/2024/09/04/real_estate/marcus-millichap-sells-15-unit-multifamily-property-in-jersey-city-for-2-3m/"">ROI-NJ</a>)"
2024-09-04 11:35:42,"<li style=""padding-bottom:.5em"">NJ ANCHOR payment coming; what to know about your rebate (<a href=""https://www.app.com/story/news/2024/09/03/nj-anchor-2024-payment-homestead-rebate/75053421007/"">Asbury Park Press</a>)"
2024-09-04 11:35:14,"<li style=""padding-bottom:.5em"">Work set to resume this month on Route 72 improvements in Stafford Township, Ship Bottom (<a href=""https://pressofatlanticcity.com/news/local/route72-stafford-lbi-njdot/article_9e517930-6a3d-11ef-9576-57601154ae6f.html"">Press of Atlantic City</a>)"
2024-09-04 11:34:56,"<li style=""padding-bottom:.5em"">Borgata casino announces projects, closing of Gypsy Bar (<a href=""https://pressofatlanticcity.com/life-entertainment/local/food-drink/borgata-casino-upgrades-gypsy/article_1fd22d7c-69ff-11ef-8aed-c78652552c49.html"">Press of Atlantic City</a>)"
,-
2024-09-04 14:49:53,"<li style=""padding-bottom:.5em"">NJPAC wants feedback on transformative expansion in Newark (<a href=""https://www.tapinto.net/towns/newark/sections/central-ward/articles/njpac-wants-feedback-on-transformative-expansion-in-newark"">TAPinto Newark</a>)"
2024-09-04 14:47:52,"<li style=""padding-bottom:.5em"">Developer of overdue trades school in Newark gets break on late penalties (<a href=""https://www.tapinto.net/towns/newark/sections/development/articles/developer-of-overdue-trades-school-in-newark-gets-break-on-late-penalties"">TAPinto Newark</a>)"
2024-09-05 13:04:33,"<li style=""padding-bottom:.5em"">Zimmel brokers $13.97M sale of 90K sq. ft. industrial in Branchburg  (<a href=""https://www.roi-nj.com/2024/09/05/real_estate/zimmel-brokers-13-97m-sale-of-90k-sq-ft-industrial-in-branchburg/"">ROI-NJ</a>)"
2024-09-05 13:12:24,"<li style=""padding-bottom:.5em"">Another massive company is relocating its headquarters to N.J. waterfront (<a href=""https://www.nj.com/hudson/2024/09/another-massive-company-is-relocating-its-headquarters-to-nj-waterfront.html?outputType=amp"">NJ.com</a>)"
,-
2024-09-09 12:12:43,"<li style=""padding-bottom:.5em"">New Newark law paves way for Ironbound high rises (<a href=""https://www.tapinto.net/towns/newark/sections/development/articles/new-newark-law-paves-way-for-ironbound-high-rises"">TAPinto Newark</a>)"
2024-09-09 10:20:11,"<li style=""padding-bottom:.5em"">Stepping down from Morristown's public housing board, its lone watchdog warns of a 'shadow' spinoff and a 'lapse of fiduciary duty'  (<a href=""https://morristowngreen.com/2024/09/09/watchdog-steps-down-from-embattled-morristown-housing-authority-urges-reforms/"">Morristown Green</a>)"
2024-09-09 10:05:16,"<li style=""padding-bottom:.5em"">Public banks may be an answer to NJ affordable housing crisis, a Morristown commentator suggests (<a href=""https://morristowngreen.com/2024/09/09/commentary-first-time-homebuyers-need-hand-up-not-handout/"">Morristown Green</a>)"
2024-09-09 13:31:53,"<li style=""padding-bottom:.5em"">Sweetgreen adds 2nd Bergen County store (<a href=""https://njbiz.com/sweetgreen-adds-2nd-bergen-county-store/"">NJBIZ</a>)"
2024-09-09 13:35:04,"<li style=""padding-bottom:.5em"">8th Street in Folsom to close next week for bridge reconstruction (<a href=""https://pressofatlanticcity.com/news/local/folsom-eighth-street-bridge/article_240ea802-6eb4-11ef-8fa3-e7865baee7c3.html"">Press of Atlantic City</a>)"
2024-09-09 13:35:15,"<li style=""padding-bottom:.5em"">Westside Community Center in Asbury Park given $100K by mystery donor, may reopen in 2025 (<a href=""https://www.app.com/story/news/local/eatontown-asbury-park/asbury-park/2024/09/09/asbury-park-westside-community-center-mystery-donor-reopening-2025/75102900007/"">Asbury Park Press</a>)"
2024-09-09 13:37:58,"<li style=""padding-bottom:.5em"">Why an old terminal at Newark Airport and a defunct N.Y.C. tunnel toll plaza are still standing (<a href=""https://www.nj.com/news/2024/09/why-an-old-terminal-at-newark-airport-and-a-defunct-nyc-tunnel-toll-plaza-are-still-standing.html?outputType=amp"">NJ.com</a>)"
,-
2024-09-10 07:51:24,"<li style=""padding-bottom:.5em"">Lincoln Equities Group inks 205K square feet in H1 leasing activity (<a href=""https://njbiz.com/lincoln-equities-group-inks-205k-square-feet-in-h1-leasing-activity/"">NJBIZ</a>)"
2024-09-10 07:53:18,"<li style=""padding-bottom:.5em"">New law will ensure ‘personal biases don’t influence’ real estate appraisals, acting governor says (<a href=""https://newjerseymonitor.com/2024/09/09/new-law-will-ensure-personal-biases-dont-influence-real-estate-appraisals-acting-governor-says/"">NJ Monitor</a>)"
2024-09-10 07:54:53,"<li style=""padding-bottom:.5em"">A closer look at Monmouth Park development lease: 298 rental units, hotel, a future for racing? (<a href=""https://www.app.com/story/sports/2024/09/10/oceanport-monmouth-park-development-lease-housing-hotel-racing-new-jersey-darby-development-drazin/75146084007/"">Asbury Park Press</a>)"
2024-09-10 07:59:54,"<li style=""padding-bottom:.5em"">N.J. warns residents about ANCHOR property tax benefit scams (<a href=""https://www.nj.com/news/2024/09/nj-warns-residents-about-anchor-property-tax-benefit-scams.html?outputType=amp"">NJ.com</a>)"
,-
2024-09-11 10:37:21,"<li style=""padding-bottom:.5em"">Feds reject $686K request to complete historic Benjamin Cooper Tavern project. Site will be open for U.S. 250th birthday. (<a href=""https://www.inquirer.com/news/new-jersey/national-park-service-rejects-cooper-tavern-funding-20240910.html"">The Inquirer</a>)"
2024-09-11 11:18:32,"<li style=""padding-bottom:.5em"">Don’t miss this important deadline for Anchor property-tax relief (<a href=""https://www.njspotlightnews.org/2024/09/important-anchor-property-tax-relief-application-deadline-sept-15/"">NJ Spotlight News</a>)"
,-
2024-09-16 13:32:41,"<li style=""padding-bottom:.5em"">Rally House launches 6th NJ store (<a href=""https://njbiz.com/rally-house-launches-6th-nj-store/"">NJBIZ</a>)"
2024-09-16 13:32:08,"<li style=""padding-bottom:.5em"">$28M in permanent financing secured for Hudson County industrial building (<a href=""https://www.roi-nj.com/2024/09/16/real_estate/28m-in-permanent-financing-secured-for-hudson-county-industrial-building/"">ROI-NJ</a>)"
2024-09-16 13:32:01,"<li style=""padding-bottom:.5em"">Valley View Park, luxury rental residences from KRE Group, now open for leasing in East Hanover  (<a href=""https://www.roi-nj.com/2024/09/16/real_estate/valley-view-park-luxury-rental-residences-from-kre-group-now-open-for-leasing-in-east-hanover/"">ROI-NJ</a>)"
2024-09-16 13:35:33,"<li style=""padding-bottom:.5em"">Toms River mayor to Ocean County: If you put homeless warming center in my town, we'll sue (<a href=""https://www.app.com/story/news/local/toms-river-area/toms-river/2024/09/13/toms-river-mayor-would-sue-ocean-county-nj-over-homeless-warming-center/75208181007/"">Asbury Park Press</a>)"
2024-09-16 13:35:12,"<li style=""padding-bottom:.5em"">Could the redevelopment of Gillian's open the door for liquor in Ocean City? (<a href=""https://pressofatlanticcity.com/news/local/government-politics/ocean-city-liquor-laws/article_fc78a6bc-7205-11ef-b67b-638dc71b6e6e.html"">Press of Atlantic City</a>)"
2024-09-16 13:34:57,"<li style=""padding-bottom:.5em"">Sixers’ $1.5B arena plan stokes ‘rendering wars’ across New Jersey, Delaware and Pennsylvania (<a href=""https://whyy.org/articles/philadelphia-sixers-arena-renderings-new-jersey-delaware-pennsylvania/"">WHYY</a>)"
2024-09-16 13:34:49,"<li style=""padding-bottom:.5em"">A proposal for 10 warehouses, a hotel, a big-box retailer and 200 homes sparks opposition in Gloucester County (<a href=""https://www.inquirer.com/business/harrison-township-gloucester-county-warehouse-proposal-20240914.html"">The Inquirer</a>)"
2024-09-16 13:34:26,"<li style=""padding-bottom:.5em"">The YIMBY push for multifamily housing hits a ‘nope’ from homeowners (<a href=""https://newjerseymonitor.com/2024/09/16/the-yimby-push-for-multifamily-housing-hits-a-nope-from-homeowners/"">NJ Monitor</a>)"
2024-09-16 13:40:30,"<li style=""padding-bottom:.5em"">N.J. mall’s makeover ‘full steam ahead’ with $415M in new loans, Kushner exec says (<a href=""https://www.nj.com/monmouth/2024/09/nj-malls-makeover-full-steam-ahead-with-415m-in-new-loans-kushner-exec-says.html?outputType=amp"">NJ.com</a>)"
,-
2024-09-17 08:11:02,"<li style=""padding-bottom:.5em"">NJPAC leaders field questions, suggestions on major expansion (<a href=""https://www.tapinto.net/towns/newark/sections/central-ward/articles/njpac-leaders-field-questions-suggestions-on-major-expansion"">TAPinto Newark</a>)"
2024-09-17 08:09:22,"<li style=""padding-bottom:.5em"">Register your short-term rentals or face fines, Newark says (<a href=""https://www.tapinto.net/towns/newark/sections/government/articles/register-your-short-term-rentals-or-face-fines-newark-says"">TAPinto Newark</a>)"
2024-09-17 14:55:15,"<li style=""padding-bottom:.5em"">Sixers’ $1.5B arena plan stokes ‘rendering wars’ across New Jersey, Delaware and Pennsylvania (<a href=""https://www.njspotlightnews.org/2024/09/sixers-1-5b-arena-plan-stokes-rendering-wars-across-new-jersey-delaware-and-pennsylvania/"">NJ Spotlight News</a>)"
2024-09-17 14:54:57,"<li style=""padding-bottom:.5em"">A focus on ‘housing first’ approach to homelessness in NJ (<a href=""https://www.njspotlightnews.org/2024/09/nj-seminar-focuses-housing-first-model-nj-homelessness-possible-solutions/"">NJ Spotlight News</a>)"
2024-09-17 14:54:12,"<li style=""padding-bottom:.5em"">Ocean City moves to purchase downtown parking lots to accommodate public safety building work (<a href=""https://pressofatlanticcity.com/news/local/government-politics/ocean-city-parking-lots/article_1f32d1aa-745e-11ef-b34f-0f73f34d5e05.html"">Press of Atlantic City</a>)"
